|raw_number|content|negative|neutral|positive|compound
734|#735 (09/30/65)|I was a patient in a hospital waiting to be released. Someone was collecting the letters that patients wrote on hospital stationery. They never did that before, and mine wasn't written yet. I would only have time for a few lines to my sister, but I guessed that she wouldn't mind, because I had been home and broken my habit of writing regularly anyway. A young boy about 15 was staring at me as I held the letter in my hand. Later I was walking outside the institution with two boys about 7. We went through a chapel where the pews were being moved sideways in preparation for Benediction. Then we walked through a crowd, and I accidentally patted a young girl on the belly. (She was about 15.) She gave me a friendly nod and I nodded back. After we passed her, it occurred to me that she may have thought that I was flirting with her. We came to a place where some benches were against the wall. One of the boys had to urinate, so he undressed and urinated against the wall. I told him to move to where there was a gutter at the bottom of the wall. It was the wall of a building. I held his penis for him and guided the urine toward the gutter. The touch of his organ excited me. |0.03|0.913|0.057|0.7684
735|#736 (10/01/65)|I went to a neighbor's house to fix a heater. I didn't have time to finish the job. When I arrived back in our house, I decided that I had better telephone the neighbor about a valve that needed to be adjusted. |0.0|0.934|0.066|0.4404
736|#737 (10/01/65)|I lived at home, and spent part of the day at the hospital. At the hospital I met a patient there named Farell, and I told him that I'm home now, just visiting to reminisce. There was an exchange of witticisms which he always enjoyed. |0.0|0.93|0.07|0.5106
737|#738 (10/02/65)|I was moving bedroom furniture into a room where there was living room furniture, and the living room furniture into the room where the bedroom furniture had been. I was being released from a hospital. A patient named Yurrow was polishing furniture, and I gave him some mineral oil to use as polish. Other patients were surprised that I was leaving so soon after I was notified. They were leaving too and going to Alabama. I guessed they would stop at Missouri on the way. |0.025|0.953|0.022|-0.0772
738|#739 (10/03/65)|I was assembling something that had four legs. I was having difficulty. |0.179|0.821|0.0|-0.34
739|#740 (10/03/65)|"Some boys put some objects about 2 by 6 inches on a railing about two stories above a lawn. I was afraid they would fall, and I was afraid I would fall. Later there were furry animals. I saw one nude body of a man below me. His organ was pressed against me. I was excited and I pulled down my shorts. But when I felt below me with my hands, I did not feel anyone there, even though I still felt his body against my backside. As I was pondering the mystery, I heard my sister stir in the next room, and I hurriedly covered myself. She said, ""It's drizzling outside."" (I awoke then, and saw that my sister had actually said that, though I seemed to hear it in the dream. And it was drizzling outside.) "|0.0|0.97|0.03|0.4939
740|#741 (10/04/65)|I was in a mental hospital. There were no bars on the windows. Above me there was a window with a pane of glass about 15 by 20 feet in size. A giant ape came and crashed through the window. The ape was wearing gloves. I was told that the ape had been hired to do that and the gloves were given to the ape to protect its hands. Then some workers came and led the ape away. Two patients slid down a rope through the broken window, and eloped from the hospital on a motorcycle. Later all the patients were lined up near the broken window and warned not to elope. |0.087|0.891|0.022|-0.7845
741|#742 (10/04/65)|I sat at a table waiting for food to be served. I hung my clothes on a hook above my chair, and sat clad only in a bath towel. I had to get up several times for some reason. There were women there, and I was embarrassed because I was undressed. As I was finishing the meal, I put on my shirt. |0.039|0.961|0.0|-0.3612
742|#743 (10/05/65)|I was making up a program for a show. Some of the words had to be spoken. Others were to be written. later I had to fix a leaking pipe. I had to urinate. I noticed that I was urinating on a repairman's coat, so I moved over. |0.0|1.0|0.0|0.0
743|#744 (10/05/65)|I was in a hospital. Some books from the library which I had been reading were missing. I went to the library to look for them. They had been borrowed by a patient named Fields. I walked through halls so narrow that I barely could squeeze through. The ceilings were slanty. I heard someone downstairs call me. I went to see who it was. A patient greeted me. When I looked away for a moment he put a lighted cigarette between my toes. I was irritated. |0.058|0.919|0.023|-0.4767
744|#745 (10/06/65)|I was getting a suit fitted. Then I noticed that five of my shirts were missing. Later I saw that they had been made into a tablecloth. I recognized the patterns. One was the shirt with barbershop signs printed on it. I was discharged from the hospital then, but I was upset about the shirts. I passed the patient named Reynolds and I told him I'd been discharged. I was on a narrow ledge, and a stout woman was coming the other way. She was annoyed when she had difficulty passing me. I almost fell off the ledge. |0.108|0.873|0.019|-0.8573
745|#746 (10/06/65)|I was with some women about 25. We were learning something from a book. We were all unclad. I held a book in front of me while we read. One woman was lying nearby on her belly. She invited me to sit next to her and study with her. Her hair was dark. She seemed intellectual, and she seemed to have spirit. We enjoyed studying together, and we were not distracted by our nude bodies being pressed together. We shifted to a different position after a little while, and I was lying with my legs against her right leg. My chest rested against her back, and I had my arm about her midriff. I became sexually excited, and I felt an emission coming. I was worried about spilling the semen on her body. The emission came (I awoke then). |0.059|0.858|0.083|0.409
746|#747 (10/07/65)|An attractive woman dressed in pajamas sat across the room I was sitting in. She was about 15 feet away. I watched her as she spread her legs, and I felt attracted to her. |0.0|0.849|0.151|0.6908
747|#748 (10/07/65)|I was repairing something. I had to hurry, because I only had a short time to finish fixing it. |0.0|1.0|0.0|0.0
748|#749 (10/08/65)|I was riding a sight-seeing bus with my mother and sister. At the end of the line my sister wanted to stay on the bus. |0.0|1.0|0.0|0.0
749|#750 (10/08/65)|I was being released from a hospital. I was told there would be a day's delay. My mother went to ask the doctor about it, and when she returned, she said he told her I could go right away. |0.057|0.943|0.0|-0.3182
750|#751 (10/08/65)|There was some fast action which I don't recall clearly. Then I saw the back of a nude man bending over. His body looked very masculine. |0.083|0.917|0.0|-0.3089
751|#752 (10/09/65)|I worked in a shop as a patient in a hospital. A boil had appeared on the side of my left hand below my pinky. I saw it swell until it resembled a finger about two inches long. Then it began to go down, but it immediately began swelling again. Someone gave me a bag of food, and I ate some. The shop workers were leaving the ward. I decided to stay on the ward because I was to be discharged in a few days and because of the boil on my hand. But after they left, I decided to go. I had difficulty because I did not know the way. I knew it was near ward 9 or 11. I told some patients about my difficulty and asked if they could help. I came to a strange ward and helped move some furniture into a living room occupied by a doctor. The doctor and a lady were asleep in a nearby bedroom, and when they awoke, they left the room and went into the hallway. |0.045|0.903|0.053|0.3716
752|#753 (10/10/65)|I was in an auditorium of a hospital where I was a patient. An officer named DeCaterino told me to go into the hall and straighten a sign. In the hall an employee passed and asked me why I was there alone. I explained, but he didn't believe me. He made me stand in the rear of the auditorium while a movie was shown. |0.023|0.977|0.0|-0.128
753|#754 (10/11/65)|Two beds were arranged at right angles. I was in one of them, and a patient about 17 was in the other one. The head of his bed was at the foot of mine. He was friendly with me at first. Then he left me and he went to the bed of a patient on the ward whom I know in real life. (He is mundane and cynically masculine, lacking any artistic sense.) When the young patient left me, I felt rejected. |0.064|0.9|0.036|-0.34
754|#755 (10/11/65)|I was in a house with my mother and sister. I was fixing a stopped drain. I almost dropped the rubber part of the plunger into the hole. After that my mother put some plates of food on a table over another drain about 12 feet away. A plate began to spin. I reasoned that the suction from the drain was causing the spinning. The drain was much stronger than the one I had just fixed. |0.024|0.943|0.033|0.1779
755|#756 (10/12/65)|I was with a middle-aged man and a slim younger man. Mother and I put my sister in a box. It was attached to the bottom of a plane. The younger man was the pilot. He took off. But when he was about 30 feet above the ground, the box fell because one side had not been attached. My sister was not injured. The middle-aged man said he would send the plane up again, but I would have to pilot it, because the younger man was gone. I was apprehensive because I did not understand some of the dials. Later I was by a body of water and some small buildings. I was shining some objects. Some of them had to be done over. |0.0|0.977|0.023|0.438
756|#757 (10/13/65)|I was having difficulty doing well in a room. |0.209|0.609|0.183|-0.0772
757|#758 (10/14/65)|I was matching some objects on the wall in a room. |0.0|1.0|0.0|0.0
758|#759 (10/15/65)|I was in a theater with my mother and sister, watching a stage show. When it was over, my mother said we had better hurry because we had an appointment somewhere. We walked outside the theater past a fountain. My mother kept telling my sister and me to hurry. (Before we came to the fountain we had passed under a staircase.) Later I was fixing chairs. |0.0|0.957|0.043|0.4404
759|#760 (10/16/65)|I was in an auditorium. There were no chairs. I was wearing a brimless woolen hat. I took it off. My hair was thick and wavy. Some teenage boys standing nearby made disparaging remarks about my hair. (About seven years ago I tried to give myself a haircut, and it turned out uneven in some places. I boarded a bus a day or so after that, and two teenage boys were sitting behind me, and joked with each other about how my hair was cut. This may be related to my present attempts at self-analysis.) Later I was unable to walk for some reason, and a man who reminds me of someone I knew in the hospital named Goodhand or someone I knew in 1949 in a hospital, had to push me onto a stretcher. He wheeled me under a building and over some railroad tracks. |0.049|0.935|0.015|-0.6369
760|#761 (10/17/65)|I went under an overpass to an enclosed yard. Something that resembled a bed's headboard was lifted over the wall surrounding the yard. In a storeroom, I saw a number of headboards. One had a mirror on it, which was broken. Another had ornamental carving which I recognized as identical to the one I had had in my bedroom. A man came in, and tried to put the sides on a headboard so he could take it away. But the boards kept moving, and he could not attach them, so he decided not to take it. I reflected that the boards had seemed to be alive when the man tried to attach them. Then my sister came into the room with a large bandage covering her back. My mother came and we told her that my sister would have to leave the bandage on a few weeks. There was a cotton cloth taped over the bandage, and my sister peeled it off, leaving the bandage exposed. A little later my sister asked who brought the dates from the dining room into the kitchen. |0.026|0.95|0.024|0.1901
761|#762 (10/18/65)|I was a patient in a hospital. A patient was doing something incorrectly, and an officer named DeCaterino would get into trouble if he continued. I helped rectify it. (I am not sure whether it was something incorrect or something immoral that he was doing.) |0.154|0.846|0.0|-0.7692
762|#763 (10/19/65)|I was with my sister in a building. The furniture was dark. There were counters of dresses and there were offices. My sister drank some medicine to remove some stains on two of her front teeth. Then the stains moved to two other teeth. My sister asked a middle-aged woman about it, and she said that the stains would continue to move from tooth to tooth. |0.0|1.0|0.0|0.0
763|#764 (10/19/65)|"I was in a hospital dining room as a patient. Patients were getting discharged. A patient named Reynolds nodded to me and I nodded back. An officer named Lambski (I am not sure of that name, but I remember him as ""Frankie"" which everyone called him. He always tried to be amusing.) As I went onto a porch, I said to him, ""Vive la calarooso!"" I said it to be amusing, though I did not know if ""calarooso"" was a Spanish word. I used it because it sounded Spanish. Some nearby Puerto Ricans smiled, so I thought perhaps it was a Spanish word. The officer hollered something back to me as I walked across the porch. It was in Spanish, but I did not hear the words clearly. "|0.011|0.879|0.11|0.9424
764|#765 (10/20/65)|"I saw a cat on a stairway. Then I heard a voice saying, ""Did you work..."" At the word ""work,"" I awoke. "|0.0|1.0|0.0|0.0
765|#766 (10/21/65)|I was asleep. Some heavy objects were on my chest. I awoke in the dream, and someone said to go to sleep. I replied that I had been sleeping. The place was unfamiliar and unreal. Symbolic spirits appeared in the dream, and I had some kind of mental problem. |0.051|0.873|0.076|0.0772
766|#767 (10/24/65)|I was in a room with my mother and sister and a lady. My sister was lying in a bed. A lady was trying to describe something to my sister. It was shaped like two doughnuts attached together. She used several big words that meant buttocks, and my sister blushed, and seemed to be slightly confused. |0.089|0.87|0.041|-0.4417
767|#768 (10/25/65)|I was in a room partly below the ground. There was an entrance to what appeared to be a cave. Rows of sticks blocked the entrance. They stood upright. I broke one and looked inside. People were boarding an elevator. I was due for an appointment upstairs, so I thought I'd better catch that elevator. |0.082|0.87|0.048|-0.25
768|#769 (10/25/65)|I was on top of a slope. I was carrying toilet articles. I had to move, so I picked up my toilet articles and left the spot. Later there was a toilet bowl standing there. It was stained and had an acid odor. I placed an open jar of mineral oil on the rim of the bowl. Immediately it began to sizzle. Then the acid in the bowl seemed to mix with the oil, and it seemed about to explode. I was afraid to remove the jar. I told some others about it. It was steaming like a pressure cooker, but the vapor was cold. I dropped a piece of goods in the bowl and it was immediately dissolved in the liquid in the bowl. |0.013|0.963|0.025|0.1406
769|#770 (10/26/65)|I was in an institution. I left and later returned through an opening in the wall. |0.0|1.0|0.0|0.0
770|#771 (10/26/65)|I was in a place with my mother and sister. Others were there too. I had some clothing with me. It was damp, so I left it outside on a pile to dry. When I went outside to get the clothing, it had been burned, and there were only ashes left. (I just recalled that last night I dreamed that I left some shirts outside, and it rained. When I returned, the shirts were wet from the rain and full of holes. I wondered if the rain had made the holes.) |0.0|1.0|0.0|0.0
771|#772 (10/26/65)|I was standing next to my sister. Her body was slender and her features were beautiful. Her skin was soft and pale white. My mother and a strange woman about 35 were nearby. My sister came near and rested her shoulders on my left arm. My sister looked lovingly and caressingly at me, and she seemed to want me to kiss her, so I did. As we kissed, she seemed to feel a little guilty, and I supposed it was because we were brother and sister. But she did not move away. I was dressed in pajamas, and my fly felt as though it were open. I felt a tingle in my organ, and I looked down, intending to close my fly. My sister thought I wanted her to touch my organ, so she put her hand on it. When she touched my organ, I felt uneasy, as though the pleasure of the embrace had been spoiled. |0.038|0.835|0.127|0.9398
772|#773 (10/27/65)|I had to assume some responsibility. |0.0|1.0|0.0|0.0
773|#774 (10/28/65)|I was with my sister. My mother came dressed in a colorful costume, wearing a striped hat and carrying a cane. She wore slacks and a blouse. She had been acting on a stage. She said in a cheerful voice that the show had been a success. |0.0|0.862|0.138|0.802
774|#775 (10/28/65)|Some people had to go through one doorway and out the other. There was something that needed to be repaired there, and I tried to repair it. Later two girls about 5 years old had to crawl through a small hole. Their dresses went up as they did so, and I saw their panties. I tried not to be sexually aroused. They crawled back and sat next to me. I enjoyed their presence, and I continued to try to repress my passions. |0.027|0.899|0.074|0.6249
775|#776 (10/29/65)|I was told to follow instructions according to some provisions. Then I was told of alternative propositions, and they seemed better to me. |0.0|0.884|0.116|0.4404
776|#777 (11/01/65)|A boy about 10 was leaning his back against the front of my body. Then he walked away. |0.0|1.0|0.0|0.0
777|#778 (11/02/65)|I was near the ruins of a building. Later I boarded an elevator. I met a friend from the hospital named Reynolds. We talked about something. I told him we didn't he right thing. If we had done the alternative, it would have been wrong. |0.117|0.82|0.062|-0.4215
778|#779 (11/03/65)|I wanted to get into a building. There was a derrick about 10 stories high. I climbed to the top, and as it swung against the building, I grabbed the wall and clung to it. The building was about 40 stories high. I crawled up the wall until I came to a window. I then climbed inside. I had to crawl down the side of the inside wall to get to the floor. Later I was outside the building again where I met my mother and sister in a small building, and I told them of the difficulty I had entering the building. |0.023|0.96|0.017|-0.1531
779|#780 (11/03/65)|I was wearing a black suit. My other said I could not wear a brown suit because it is against the rules. |0.0|1.0|0.0|0.0
780|#781 (11/05/65)|I was a patient in a hospital. An obese patient killed a pigeon and began eating it. I felt repulsed. He was sitting on some bleachers. Later I told an officer, but he was annoyed at me for telling him. Then I was doing something, and someone was waiting for me. I tried to hurry. |0.137|0.863|0.0|-0.8047
781|#782 (11/06/65)|I was in a place with other men. A man near me began telling me that I have feminine charms. I became angry and I told him that I have a man's body and he should leave me alone. Later all of the men took seats. (That man reminded me of someone at a printing shop I once worked in Manhasset and also a fellow student in a singing and acting school I once attended.) |0.081|0.883|0.036|-0.3818
782|#783 (11/06/65)|I was with my mother in a house. The lights and a radio set went out. My mother changed two of the tubes and the lights and the set turned on. |0.0|1.0|0.0|0.0
783|#784 (11/06/65)|I set some type in a printing plant, and it was put into the press for printing. I noticed something odd about the press. The type made an impression, but the rollers did not roll over the type, but on the side of the press instead. I was worried that maybe I had not set the type right, and that this was the reason for the malfunction of the press. |0.061|0.919|0.02|-0.4588
784|#785 (11/07/65)|I was working at a printing plant. A former employer was there. He was laughing. My mother came and told me I'd better contact the other places I worked so I could receive the money they owe me. |0.0|0.855|0.145|0.7269
785|#786 (11/08/65)|I was riding a roller coaster. At a certain spot, I was ejected and I landed in a boat on a body of water. |0.0|0.916|0.084|0.2732
786|#787 (11/09/65)|I was with my sister. We were patients in a hospital. I was making one kind of toy vehicle and she was making another. Later I began making the same kind she was making. We tested them out. They ran on cables like cable cars. We were scheduled to go before the staff regarding a possible discharge. |0.0|0.903|0.097|0.7096
787|#788 (11/10/65)|I was getting something ready. I seemed to be guided by some destiny. A spell seemed to be upon me. I almost forgot something I was supposed to do. I finished in time and the spell was broken. |0.075|0.865|0.06|-0.1531
788|#789 (11/11/65)|I was leaning over a balcony watching two women converse. One was young and fair with a cute nose. She had a profound expression on her face. She was telling the other woman about an emotional problem she was having. The other woman was older and stockily built. I tried to get closer so I could hear what she was saying so that I could perhaps help her. But she shied away from me. |0.024|0.889|0.088|0.4497
789|#790 (11/12/65)|I was looking for a church. I passed a hospital where I had recently been confined. I went inside and greeted patients that I knew. The hospital depressed me and I decided to leave. |0.12|0.824|0.056|-0.34
790|#791 (11/12/65)|I was reading the verses to a song. I analyzed each line as I went along. The first verse seemed less emotional. |0.0|0.941|0.059|0.079
791|#792 (11/13/65)|I was with my sister. There were broken pieces of china on the ground and I threw them into a ditch. There was a pole in the ditch. The ditch was about 20 feet deep and about 15 feet in diameter. I looked down into the ditch to see what was there. I fell into the ditch. I called to my sister to help, but she said she was afraid to go to the edge of the ditch. I climbed the pole and was able to reach the top of the ditch. |0.022|0.924|0.055|0.2846
792|#793 (11/13/65)|A man had a pill that would restore in an adult his childhood curiosity. (I was curious in the first dream, and the second dream seemed to be a way to restore my curiosity after that mishap.) |0.0|0.749|0.251|0.8271
793|#794 (11/14/65)|I was seated at a dining room table in a hospital. A patient across from me went to a different table. I had defecated before coming to the dining room, and I had a slight odor about me. I wondered if the patient had moved for that reason. The one next to me left for a different table, and a heavyset man sat there. Then two men sat at places across the table. They seemed to be effeminate. They made effeminate gestures as they spoke. I happened to look under the table, and I noticed that one of them wore a skirt. Later I left the table and walked alongside a young man. Everything outside was wet and muddy from a recent rain. We passed some burning torches, and the young man as a joke pushed me so that I stepped into the flame. |0.0|0.985|0.015|0.296
794|#795 (11/15/65)|I was with my sister. I was trying to do something. She became impatient, but I finished in time. |0.082|0.918|0.0|-0.1531
795|#796 (11/16/65)|I was in a house. In an island in the center of the street outside there was a man about 20 feet tall. He kept raving angrily. Finally some men took him away. An amusement park was put on that spot. |0.063|0.88|0.056|-0.0772
796|#797 (11/16/65)|I was working in a printing plant. A colored woman had an irritation on the nape of her neck. I gave her a cake of Sayman's soap to wash it. I wiped it with some of the type cleaner, but she said it burned. She said that some white person had thrown something in her hair that had caused the irritation. |0.1|0.879|0.02|-0.7391
797|#798 (11/17/65)|"Three women about 25 were standing nude on sofas. I studied their mannerisms. One was heavier than the others and seemed more sophisticated in manner. Another was slender and subjective in manner. The third one was light complected (the other two were dark), and she seemed adventurous. The slender one went into a closet in the men's room and dressed into a woolen skirt and a blouse. A fourth woman, younger than the rest, appeared wearing a skirt and blouse. Then the other two got dressed, and they seemed to be relieved to be dressed. (While they had been unclad, I had studied the size and shape of the lips of their vulvas and I tried to see how they reflected the girls' personalities.) Later I was lying on the street outside unclad and a blanket was under me. I was reading a paperback book. The woman who had been with me inside were across the street looking at me. I felt uncomfortable and tried to find my place in the book. On the page someone had written, ""drop dead."" I recalled that my place was at the spot where the last letter of those words ended. Then a man carrying a book about a foot long and a foot wide and about 10 inches thick was holding the book over the edge of a balcony. He seemed to want it to drop. I reasoned that he may want something to happen to the book so that he would not have to return it to the library. The drop from the balcony was about 30 feet. Then a man came behind him and kicked him down the stairs. "|0.056|0.905|0.039|-0.7275
798|#799 (11/18/65)|I was a patient in a hospital. I had to urinate and I went to a place where a wall the height of my waist hid my lower body from view. My trousers were down and my underwear was open in the back. A man saw me urinate and he commented to another man that I have a strong flow of urine. Later a patient was getting discharged and I shook hands with him. Then I went into the dormitory and lay in my bed. A man came by who resembled a classmate of mine in grammar school named Robert Effan. Two patients had an argument and went to the officer with their grievances. Robert Effan lay in the bed next to me, and my buttocks was facing him. I was nude. He fondled my buttocks. Later I went with the other patients to the shops where we worked. We passed a railroad siding. The man guiding the patients was dignified like a clergyman. Later I was near an old elevator. I was in bed in a strange dormitory. I hoped the patient in the next bed was friendly. In the morning the patients were talking about the dormitory. I felt very lonely. |0.066|0.867|0.067|0.4951
799|#800 (11/19/65)|Some girls were performing on a stage. One was wearing an animal costume. Two others were made to look about 15 feet tall. |0.0|1.0|0.0|0.0
800|#801 (11/20/65)|I was with my sister. We were hired to assemble plastic model airplanes. There was much activity around us. Later I found a pile of pajamas and I tried one on. Then I saw a pile of women's panties and I started to try one on, then I thought how silly I was, so I put it down and tried on another pajamas. |0.0|0.983|0.017|0.0258
801|#802 (11/21/65)|I was assigned to work on a mechanical apparatus. A man sawed one apart and showed me that something was wrong that made it not serviceable. The man was about my build and slightly taller. Some boys about 18 were lying in the nude. Some of them were having sexual relations together. |0.115|0.885|0.0|-0.7579
802|#803 (11/22/65)|My mother was trying to clean a horse's stall, but the horse kept trying to come in, so that she could not work. Later I was looking through a window and I saw a horse running fast toward my mother. I tried to open the window to warn her, because she was looking another way. The window would not open, so I put on a glove and broke the window to attract her attention. She heard me and saw the horse coming and she was able to get out of its way. I began repairing the window. Something was hanging from the ceiling. |0.058|0.896|0.047|-0.0516
803|#804 (11/23/65)|I was in a school building watching workers install an underground sewer. I was surprised how fast they completed a wall. Then I recalled that unauthorized people weren't allowed in the building because of men who molest children, so I asked someone where the exit was located. |0.062|0.9|0.038|-0.296
804|#805 (11/23/65)|I was on a train and I found out that I was going the wrong direction. I went outside between the cars to get ready to leave the train at the next station. A girl about 7 greeted me from a running board about 3 feet above the floor. She seemed very sophisticated. I was afraid she would fall when the train jerked. I had a desire to hug her, but I thought how fragile she was, how a piece of iron from above her could crush her. When the train stopped, I had a desire to stay on with her, but I decided to get off as I had planned. She seemed a little disappointed that I was leaving. I walked through a dark street. I saw a shadow move and I thought it was a child. But when I came closer, I saw what appeared to be a pair of wings. |0.075|0.846|0.079|0.1744
805|#806 (11/24/65)|I was laying tiles in a gymnasium. I had a small roller to use. Someone gave a larger one, and I decided to use it to do a better job. |0.0|0.909|0.091|0.4404
806|#807 (11/25/65)|I was typing something. I could not make a mistake, because it was an important paper. |0.0|0.785|0.215|0.4284
807|#808 (11/26/65)|I was walking with a woman about my mother's age. She had a picture in her hand which she said I must have torn from a book I had at home. I told her that I did not tear the page out, and the page she was holding must be from somewhere else. She was very upset, and I felt frustrated because I could not prove to her that she was mistaken. I was carrying two books. |0.126|0.837|0.037|-0.7645
808|#809 (11/26/65)|"I was in a room with others. A sofa was facing the wall. A colored woman stood up suddenly and said, ""Well, if no one else is going to do anything, I will,"" and she moved the sofa so that it faced the room. Then the people who had been standing sat down. "|0.04|0.922|0.038|-0.0258
809|#810 (11/26/65)|I was with my mother on the street. I had an 8-foot ladder. We wanted to catch a bus, but I could not take the ladder, so I looked around for a place to leave it. My mother said I should leave it right there at the bus stop. I was afraid it would be taken, so I walked down the block to a hardware store. The bus came and we missed it. At the store two young women were there, and when I asked them if I could leave the ladder there, they just grinned and shook their heads negatively. Later I was on the ladder against a porch with a table on it. I was peeling an orange on the table. A man came over and showed that he was indignant because I was using his table. Then he took one of the oranges. |0.101|0.882|0.017|-0.8807
810|#811 (11/26/65)|I was running a printing press. The ink dried and I had to wash it. A distinguished looking man came and sat on the next press. I had not cleaned that press yet, and there was wet ink there, so I warned the man. Then he got off the press. |0.046|0.954|0.0|-0.3353
811|#812 (11/26/65)|I was looking under a sink. I was startled when I saw smoke. But the only thing I could find was a rope. |0.058|0.942|0.0|-0.09
812|#813 (11/26/65)|I was in an enclosed building with 30 feet to the ceiling. Howitzers were rolling toward the enemy. I was assigned to the front line. I felt a moment of fear as we were about to encounter the enemy. |0.221|0.779|0.0|-0.8807
813|#814 (11/26/65)|I was below the floor level in a building like a warehouse. I urinated. I did not stop for some time, and I was worried because I was urinating so long. I saw foam come with the urine and I was worried that it might be semen. (This morning I noticed that in all of these dreams there was anxiety.) |0.091|0.804|0.105|0.2472
814|#815 (11/27/65)|I was on the street. Then I found myself in the custody of hospital authorities and law officers. One of them said that my sister was an inmate in Sing-Sing prison. I was dismayed when I heard that. I had been away from home for several weeks. |0.121|0.879|0.0|-0.7351
815|#816 (11/27/65)|I was adjusting a pipe on a 20-foot high ceiling. I was standing on top of a ladder resting on the floor. The ladder began to shake, and I was afraid I was going to fall. |0.045|0.907|0.048|0.0258
816|#817 (11/27/65)|I was in a restaurant. I was embarrassed because I was wearing a state issue coat from the state hospital. It had gold trimming sewed around it though it was a very cheap coat. I felt better when I thought of the trimming. |0.054|0.884|0.062|0.1027
817|#818 (11/28/65)|A girl about 8 came up to me and said that if I came to her house she would give me some candy. I was writing something and I said I would come when I have finished. When she was out of sight, I tried to recall where she lived. One girl lived in one direction and another in the opposite direction. It was close to nine o'clock, and I wanted to get home so my mother would not worry. I went about 8 blocks, then I decided that it must be the other way. I decided to call a taxi. The driver said I would have to wait about 10 minutes. I became impatient, and started to walk. But I made a wrong turn and ended back at the taxi. Three other passengers were inside. I was hoping I would not get back too late. |0.047|0.918|0.035|-0.2016
818|#819 (11/29/65)|I was arranging something. My mother said there was something there that should not be there. I said that someone else must have taken out what I had put there and substituted the other object. |0.0|1.0|0.0|0.0
819|#820 (11/30/65)|"I was walking on the street clad only in the pants part of a pajamas. A policeman stopped me and asked me who I was. I disguised my voice and spoke with a Puerto Rican accent. I said I am a Puerto Rican. He asked me why I was not dressed, and I replied, ""I go now to get my clothes in my house."" I had no house to go to, but I went to a house. A woman about 60 answered. I asked her if she could give me some clothing and she did. "|0.048|0.952|0.0|-0.3818
820|#821 (12/01/65)|There was a horse and wagon. |0.0|1.0|0.0|0.0
821|#822 (12/02/65)|"I moved a table and chair into a men's restroom. I told someone that they were just like the ones in the women's room. A woman asked me, ""How do you know?"" "|0.0|0.925|0.075|0.3612
822|#823 (12/02/65)|I heard of a fire in a brewery in St. Louis near the river. (I lived near there when I was a child.) |0.098|0.902|0.0|-0.34
823|#824 (12/02/65)|A large rat, larger than an average cat, was eating something. I was across the room from it. I saw its large teeth. Later I saw a small cat lying dead. |0.21|0.79|0.0|-0.8271
824|#825 (12/03/65)|I was in a commercial building. There was a hole in the floor about four feet in diameter and about a foot deep. Chicken bones were burning in the hole. There was much smoke. A flue above it was sucking the smoke with a great force. I was afraid it would explode. Then it began to rain outside, and the rain fell on the fire and began to extinguish it. |0.032|0.913|0.055|0.4019
825|#826 (12/04/65)|I was steering a boat and it went the wrong direction. I blamed the boat's going off course to a hole in the side of the boat. I blamed someone for the hole. I believe it was my sister whom I blamed. |0.246|0.754|0.0|-0.9081
826|#827 (12/04/65)|I was with two other patients in a hospital. We were climbing up a shaft that resembled a dumb waiter shaft. We came to a floor where there were doctors' offices. A men's room was there. We had difficulty climbing up to the floor. |0.119|0.881|0.0|-0.6908
827|#828 (12/05/65)|I was in an auditorium. People were taking their seats. I was standing with a dark complected man about 45 who reminds me of a colored person I once knew. And I was telling that some man did pederasty with me. He told me to show him how he did it. I let down my trousers and shorts and I inserted his penis into my rectum. I was embarrassed because there were so many people around. But they seemed to be unconcerned about what we were doing. |0.046|0.954|0.0|-0.4767
828|#829 (12/05/65)|I was washing my face. I started to wash the bottom of the jersey shirt I wore. I wanted to wash my name off. An attendant came by and I hoped he would not reprove me for washing my shirt. He accused me of doing something which I hadn't done. He said I broke a rule. I told him that I did not do it, but he would not believe me, and he said he was going to punish me. My voice was very nervous. He left, but he still did not believe me. |0.11|0.873|0.018|-0.8552
829|#830 (12/06/65)|I secretly met a man about 25 by a stairway. We ate together, and had to watch for the police because we weren't allowed to eat in public. Later two men said I stole a suit from their store. I denied taking it, and then I left. |0.059|0.941|0.0|-0.4404
830|#831 (12/07/65)|I was a patient in a hospital. My ward was being transferred. We were walking to the new ward. While I was adjusting the books and holder I was carrying and putting it in my coat pocket, the ward got out of sight, and I did not know where the new ward was located. The books bulged from my pocket. I passed a patient. (He is a patient in a ward I was in when I was confined last year. He was from India, and used to sit on the ward in the lotus position.) He was sitting in the lotus position. I handed him a paperback book with the three Magi pictured on the cover. I said that I think he would be interested in reading it. |0.0|0.979|0.021|0.4019
831|#832 (12/07/65)|"I was having difficulty getting some clothing from a vending machine. I had inserted coins into it. A man nearby was operating an amusement park concession consisting of small automobiles. He came over and showed me how to operate the vending machine. He told me that when the machine discharged the clothing, it gave off heat that recharged the battery that operated the automobiles in his concession. When he pushed a button to operate the vending machine, a spark automatically went from the button to a switch connected to his automobiles. (When I awoke, I recalled that yesterday I was reading that criminologists say that emotional deprivation may cause juvenile delinquency, and that intellectual gratification can be a ""recharger"" for the emotions. I concluded that the vending machine represented intellectual gratification, and the concession represented the emotions.) "|0.034|0.848|0.118|0.891
832|#833 (12/08/65)|My mother and I went outside our house to clean a grated sewer. It started to rain, and my mother became annoyed. She said it always rains when you want to do something. |0.071|0.82|0.109|0.1027
